ID,Geogname,Gender,Age,All Cancers,Head and Neck,Lip,Tongue,"Mouth, Other",Pharynx and Tonsil,Paranasal Sinuses,Larynx,Gastro - Intestinal,Esophagus,Stomach,Small Bowel,Colon and Rectum,Liver and Biliary Tract,Pancreas,Peritoneum and GI Unspecified,Respiratory,"Lung,Trachea and Bronchus","Mediastinum, Pleura",Breast,Breast2,Skin and Melanoma,Melanoma of Skin,Other Skin,Gynecological,Cervix,Body of Uterus,Ovary,Other Female Genital,Genito - Urinary,Testis,Penis and Male Genital Unspecified,Bladder,"Kidney, Ureter and Other Urinary",Lymphomas,Non-Hodgkin's Lymphoma,Hodgkin's Lymphoma,Hematologic,Multiple Myeloma,Leukemia,Miscellaneous Proliferative,Other,Eye and Lacrimal Gland,Brain,"Meninges, Spinal Cord and other CNS",Thyroid,Other Endocrine,Bone and Connective Tissue,Other and Ill Defined Sites,Unknown Primary,Prostate
172,Colchester County,Male,75 +,2706.6,138.8,0,0,0,0,0,0,530,0,0,0,0,0,0,0,517.4,0,0,6.3,0,50.5,0,0,0,0,0,0,0,1192.4,0,0,0,0,69.4,0,0,75.7,0,0,0,126.2,0,0,0,0,0,0,0,0,0
173,Colchester County,Male,Total,486.8,27.4,0,0,0,0,0,0,89.1,0,0,0,0,0,0,0,85.9,0,0,0.8,0,20.5,0,0,0,0,0,0,0,190.5,0,0,0,0,22.8,0,0,11.8,0,0,0,38.1,0,0,0,0,0,0,0,0,0
174,Colchester County,Total,0 - 19,15.5,1.6,0,0,0,0,0,0,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1,0,0,1.6,0,0,0,7.8,0,0,0,0,0,0,0,0,0
175,Colchester County,Total,20 - 34,76.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,0,0,8.7,0,10.9,0,0,13.1,0,0,0,0,13.1,0,0,0,0,8.7,0,0,4.4,0,0,0,15.3,0,0,0,0,0,0,0,0,0
176,Colchester County,Total,35 - 64,290.7,12.5,0,0,0,0,0,0,36.3,0,0,0,0,0,0,0,35.1,0,0,56.4,0,30.1,0,0,27.6,0,0,0,0,25.1,0,0,0,0,35.1,0,0,6.3,0,0,0,26.3,0,0,0,0,0,0,0,0,0
177,Colchester County,Total,65 -74,956.9,49.4,0,0,0,0,0,0,167.1,0,0,0,0,0,0,0,148.1,0,0,163.3,0,34.2,0,0,79.7,0,0,0,0,212.6,0,0,0,0,22.8,0,0,11.4,0,0,0,68.4,0,0,0,0,0,0,0,0,0
178,Colchester County,Total,75 +,2129.6,70.8,0,0,0,0,0,0,492.9,0,0,0,0,0,0,0,384,0,0,204.2,0,46.3,0,0,95.3,0,0,0,0,574.6,0,0,0,0,81.7,0,0,57.2,0,0,0,122.5,0,0,0,0,0,0,0,0,0
179,Colchester County,Total,Total,417.7,15.9,0,0,0,0,0,0,77.5,0,0,0,0,0,0,0,65.4,0,0,53.4,0,18.9,0,0,28,0,0,0,0,93.2,0,0,0,0,22.9,0,0,10.5,0,0,0,32,0,0,0,0,0,0,0,0,0
180,Cumberland County,Female,0 - 19,10.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4,0,0,0,0,0,0,0,0,0,0,0,5.4,0,0,0,0,0,0,0,0,0
181,Cumberland County,Female,20 - 34,74.3,0,0,0,0,0,0,0,7.4,0,0,0,0,0,0,0,0,0,0,0,0,7.4,0,0,14.9,0,0,0,0,7.4,0,0,0,0,14.9,0,0,0,0,0,0,22.3,0,0,0,0,0,0,0,0,0
182,Cumberland County,Female,35 - 64,375.9,12,0,0,0,0,0,0,36,0,0,0,0,0,0,0,28,0,0,148,0,20,0,0,60,0,0,0,0,4,0,0,0,0,36,0,0,4,0,0,0,28,0,0,0,0,0,0,0,0,0
183,Cumberland County,Female,65 -74,856.7,20.4,0,0,0,0,0,0,142.8,0,0,0,0,0,0,0,153,0,0,295.8,0,30.6,0,0,61.2,0,0,0,0,30.6,0,0,0,0,40.8,0,0,30.6,0,0,0,51,0,0,0,0,0,0,0,0,0
184,Cumberland County,Female,75 +,1778.8,16.7,0,0,0,0,0,0,522.5,0,0,0,0,0,0,0,283.5,0,0,422.5,0,27.8,0,0,127.8,0,0,0,0,105.6,0,0,0,0,83.4,0,0,77.8,0,0,0,111.2,0,0,0,0,0,0,0,0,0
185,Cumberland County,Female,Total,379.1,6.2,0,0,0,0,0,0,75.9,0,0,0,0,0,0,0,50.6,0,0,107.8,0,13.2,0,0,40,0,0,0,0,17.7,0,0,0,0,25.4,0,0,11,0,0,0,31.2,0,0,0,0,0,0,0,0,0
186,Cumberland County,Male,0 - 19,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0
187,Cumberland County,Male,20 - 34,88.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.7,0,0,0,0,0,0,0,20.5,0,0,0,0,27.3,0,0,0,0,0,0,27.3,0,0,0,0,0,0,0,0,0
188,Cumberland County,Male,35 - 64,282.3,23.9,0,0,0,0,0,0,59.6,0,0,0,0,0,0,0,31.8,0,0,0,0,31.8,0,0,0,0,0,0,0,63.6,0,0,0,0,35.8,0,0,11.9,0,0,0,23.9,0,0,0,0,0,0,0,0,0
189,Cumberland County,Male,65 -74,1225.1,40.8,0,0,0,0,0,0,285.9,0,0,0,0,0,0,0,183.8,0,0,0,0,71.5,0,0,0,0,0,0,0,469.6,0,0,0,0,71.5,0,0,20.4,0,0,0,81.7,0,0,0,0,0,0,0,0,0
190,Cumberland County,Male,75 +,2944.9,78.7,0,0,0,0,0,0,700.8,0,0,0,0,0,0,0,692.9,0,0,7.9,0,39.4,0,0,0,0,0,0,0,1047.2,0,0,0,0,86.6,0,0,118.1,0,0,0,173.2,0,0,0,0,0,0,0,0,0
191,Cumberland County,Male,Total,531.1,18,0,0,0,0,0,0,117.4,0,0,0,0,0,0,0,101.8,0,0,0.8,0,23,0,0,0,0,0,0,0,179.2,0,0,0,0,31.1,0,0,19,0,0,0,40.8,0,0,0,0,0,0,0,0,0
192,Cumberland County,Total,0 - 19,10.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6,0,0,0,0,0,0,0,2.6,0,0,0,5.2,0,0,0,0,0,0,0,0,0
193,Cumberland County,Total,20 - 34,81.8,0,0,0,0,0,0,0,3.6,0,0,0,0,0,0,0,0,0,0,0,0,10.7,0,0,7.1,0,0,0,0,14.2,0,0,0,0,21.3,0,0,0,0,0,0,24.9,0,0,0,0,0,0,0,0,0
194,Cumberland County,Total,35 - 64,328.9,17.9,0,0,0,0,0,0,47.8,0,0,0,0,0,0,0,29.9,0,0,73.8,0,25.9,0,0,29.9,0,0,0,0,33.9,0,0,0,0,35.9,0,0,8,0,0,0,25.9,0,0,0,0,0,0,0,0,0
195,Cumberland County,Total,65 -74,1040.8,30.6,0,0,0,0,0,0,214.3,0,0,0,0,0,0,0,168.4,0,0,148,0,51,0,0,30.6,0,0,0,0,250,0,0,0,0,56.1,0,0,25.5,0,0,0,66.3,0,0,0,0,0,0,0,0,0
196,Cumberland County,Total,75 +,2261.3,42.4,0,0,0,0,0,0,596.3,0,0,0,0,0,0,0,452.9,0,0,250.9,0,32.6,0,0,74.9,0,0,0,0,495.3,0,0,0,0,84.7,0,0,94.5,0,0,0,136.9,0,0,0,0,0,0,0,0,0
197,Cumberland County,Total,Total,445.4,11.7,0,0,0,0,0,0,95.1,0,0,0,0,0,0,0,72.8,0,0,57.8,0,18.1,0,0,21,0,0,0,0,90.8,0,0,0,0,28.2,0,0,14.4,0,0,0,35.6,0,0,0,0,0,0,0,0,0
198,Pictou County,Female,0 - 19,13.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4,0,0,3.4,0,0,0,6.9,0,0,0,0,0,0,0,0,0
199,Pictou County,Female,20 - 34,68.9,0,0,0,0,0,0,0,4.6,0,0,0,0,0,0,0,0,0,0,4.6,0,13.8,0,0,23,0,0,0,0,0,0,0,0,0,4.6,0,0,0,0,0,0,18.4,0,0,0,0,0,0,0,0,0
200,Pictou County,Female,35 - 64,373.1,7.9,0,0,0,0,0,0,31.8,0,0,0,0,0,0,0,52.9,0,0,132.3,0,31.8,0,0,58.2,0,0,0,0,2.7,0,0,0,0,13.2,0,0,18.5,0,0,0,23.8,0,0,0,0,0,0,0,0,0
201,Pictou County,Female,65 -74,963.1,8,0,0,0,0,0,0,176.6,0,0,0,0,0,0,0,152.5,0,0,345.1,0,16.1,0,0,112.4,0,0,0,0,48.2,0,0,0,0,40.1,0,0,40.1,0,0,0,24.1,0,0,0,0,0,0,0,0,0
202,Pictou County,Female,75 +,1742.1,31.5,0,0,0,0,0,0,445.6,0,0,0,0,0,0,0,297.1,0,0,391.6,0,31.5,0,0,166.6,0,0,0,0,99,0,0,0,0,49.5,0,0,81,0,0,0,148.5,0,0,0,0,0,0,0,0,0
203,Pictou County,Female,Total,380.8,5.5,0,0,0,0,0,0,66.1,0,0,0,0,0,0,0,60.8,0,0,104,0,15.3,0,0,51.7,0,0,0,0,15.9,0,0,0,0,14.8,0,0,17.2,0,0,0,29.5,0,0,0,0,0,0,0,0,0
204,Pictou County,Male,0 - 19,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3,0,0,0,0,0,0,3.3,0,0,0,0,0,0,0,0,0
205,Pictou County,Male,20 - 34,36.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,0,0,0,0,0,0,0,9.1,0,0,0,0,9.1,0,0,0,0,0,0,13.6,0,0,0,0,0,0,0,0,0
206,Pictou County,Male,35 - 64,253.8,10.7,0,0,0,0,0,0,48.1,0,0,0,0,0,0,0,32.1,0,0,2.7,0,13.4,0,0,0,0,0,0,0,77.5,0,0,0,0,13.4,0,0,21.4,0,0,0,34.7,0,0,0,0,0,0,0,0,0
207,Pictou County,Male,65 -74,1157,47.2,0,0,0,0,0,0,251.9,0,0,0,0,0,0,0,267.6,0,0,0,0,31.5,0,0,0,0,0,0,0,417.2,0,0,0,0,47.2,0,0,23.6,0,0,0,70.8,0,0,0,0,0,0,0,0,0
208,Pictou County,Male,75 +,3158.2,91.9,0,0,0,0,0,0,722.3,0,0,0,0,0,0,0,597.5,0,0,0,0,65.7,0,0,0,0,0,0,0,1300.1,0,0,0,0,72.2,0,0,137.9,0,0,0,170.7,0,0,0,0,0,0,0,0,0
209,Pictou County,Male,Total,529.8,16.8,0,0,0,0,0,0,112.8,0,0,0,0,0,0,0,100.1,0,0,0.5,0,14.5,0,0,0,0,0,0,0,205.6,0,0,0,0,18.9,0,0,22.9,0,0,0,37.7,0,0,0,0,0,0,0,0,0
210,Pictou County,Total,0 - 19,10.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4,0,0,1.7,0,0,0,5.1,0,0,0,0,0,0,0,0,0
211,Pictou County,Total,20 - 34,52.5,0,0,0,0,0,0,0,2.3,0,0,0,0,0,0,0,0,0,0,2.3,0,9.1,0,0,11.4,0,0,0,0,4.6,0,0,0,0,6.9,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0
212,Pictou County,Total,35 - 64,313.7,9.3,0,0,0,0,0,0,39.9,0,0,0,0,0,0,0,42.5,0,0,67.8,0,22.6,0,0,29.2,0,0,0,0,39.9,0,0,0,0,13.3,0,0,19.9,0,0,0,29.2,0,0,0,0,0,0,0,0,0
213,Pictou County,Total,65 -74,1061,27.8,0,0,0,0,0,0,214.6,0,0,0,0,0,0,0,210.6,0,0,170.9,0,23.8,0,0,55.6,0,0,0,0,234.5,0,0,0,0,43.7,0,0,31.8,0,0,0,47.7,0,0,0,0,0,0,0,0,0
214,Pictou County,Total,75 +,2318.1,56.1,0,0,0,0,0,0,558.2,0,0,0,0,0,0,0,419.3,0,0,232.3,0,45.4,0,0,98.8,0,0,0,0,587.5,0,0,0,0,58.8,0,0,104.2,0,0,0,157.6,0,0,0,0,0,0,0,0,0
215,Pictou County,Total,Total,442,10.6,0,0,0,0,0,0,86.4,0,0,0,0,0,0,0,77.5,0,0,56.1,0,14.6,0,0,27.3,0,0,0,0,100.6,0,0,0,0,16.5,0,0,19.3,0,0,0,33.1,0,0,0,0,0,0,0,0,0
216,Guysborough County,Female,0 - 19,18.1,18.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217,Guysborough County,Female,20 - 34,116.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.1,0,0,0,0,0,0,0,0,0,29.1,0,0,29.1,0,0,0,29.1,0,0,0,0,0,0,0,0,0
218,Guysborough County,Female,35 - 64,305,0,0,0,0,0,0,0,25.4,0,0,0,0,0,0,0,0,0,0,165.2,0,0,0,0,50.8,0,0,0,0,0,0,0,0,0,12.7,0,0,25.4,0,0,0,25.4,0,0,0,0,0,0,0,0,0
219,Guysborough County,Female,65 -74,858.5,31.8,0,0,0,0,0,0,159,0,0,0,0,0,0,0,190.8,0,0,222.6,0,63.6,0,0,127.2,0,0,0,0,0,0,0,0,0,31.8,0,0,0,0,0,0,31.8,0,0,0,0,0,0,0,0,0
220,Guysborough County,Female,75 +,1810.9,60.4,0,0,0,0,0,0,442.7,0,0,0,0,0,0,0,342.1,0,0,422.5,0,20.1,0,0,140.8,0,0,0,0,80.5,0,0,0,0,20.1,0,0,100.6,0,0,0,181.1,0,0,0,0,0,0,0,0,0
221,Guysborough County,Female,Total,381,14.8,0,0,0,0,0,0,65.9,0,0,0,0,0,0,0,54.6,0,0,103.6,0,6.9,0,0,46.8,0,0,0,0,9.3,0,0,0,0,16,0,0,22.7,0,0,0,40.4,0,0,0,0,0,0,0,0,0
222,Guysborough County,Male,0 - 19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,Guysborough County,Male,20 - 34,49.4,0,0,0,0,0,0,0,24.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224,Guysborough County,Male,35 - 64,227.4,25.3,0,0,0,0,0,0,50.5,0,0,0,0,0,0,0,37.9,0,0,0,0,0,0,0,0,0,0,0,0,50.5,0,0,0,0,0,0,0,25.3,0,0,0,37.9,0,0,0,0,0,0,0,0,0
225,Guysborough County,Male,65 -74,1269.8,158.7,0,0,0,0,0,0,317.5,0,0,0,0,0,0,0,285.7,0,0,31.7,0,0,0,0,0,0,0,0,0,381,0,0,0,0,31.7,0,0,0,0,0,0,63.5,0,0,0,0,0,0,0,0,0
226,Guysborough County,Male,75 +,2781.6,160.9,0,0,0,0,0,0,620.7,0,0,0,0,0,0,0,528.7,0,0,0,0,69,0,0,0,0,0,0,0,965.5,0,0,0,0,69,0,0,114.9,0,0,0,252.9,0,0,0,0,0,0,0,0,0
227,Guysborough County,Male,Total,486.2,37.6,0,0,0,0,0,0,114.2,0,0,0,0,0,0,0,92.9,0,0,2.6,0,8.1,0,0,0,0,0,0,0,154.1,0,0,0,0,15.7,0,0,17.9,0,0,0,43.1,0,0,0,0,0,0,0,0,0
228,Guysborough County,Total,0 - 19,8.7,8.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
229,Guysborough County,Total,20 - 34,80.2,0,0,0,0,0,0,0,13.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.4,0,0,0,0,0,0,0,0,0,26.7,0,0,13.4,0,0,0,13.4,0,0,0,0,0,0,0,0,0
230,Guysborough County,Total,35 - 64,266.1,12.7,0,0,0,0,0,0,38,0,0,0,0,0,0,0,19,0,0,82.4,0,0,0,0,25.3,0,0,0,0,25.3,0,0,0,0,6.3,0,0,25.3,0,0,0,31.7,0,0,0,0,0,0,0,0,0
231,Guysborough County,Total,65 -74,1064.3,95.3,0,0,0,0,0,0,238.3,0,0,0,0,0,0,0,238.3,0,0,127.1,0,31.8,0,0,63.5,0,0,0,0,190.6,0,0,0,0,31.8,0,0,0,0,0,0,47.7,0,0,0,0,0,0,0,0,0
232,Guysborough County,Total,75 +,2263.9,107.3,0,0,0,0,0,0,525.8,0,0,0,0,0,0,0,429.2,0,0,225.3,0,42.9,0,0,75.1,0,0,0,0,493.6,0,0,0,0,42.9,0,0,107.3,0,0,0,214.6,0,0,0,0,0,0,0,0,0
233,Guysborough County,Total,Total,428.4,25.6,0,0,0,0,0,0,90.5,0,0,0,0,0,0,0,73.4,0,0,54.6,0,7.8,0,0,23.2,0,0,0,0,77.6,0,0,0,0,15.7,0,0,20.1,0,0,0,39.8,0,0,0,0,0,0,0,0,0
234,Antigonish County,Female,0 - 19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,Antigonish County,Female,20 - 34,51.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.7,0,0,10.4,0,0,0,10.4,0,0,0,0,0,0,0,0,0
236,Antigonish County,Female,35 - 64,254.4,6.7,0,0,0,0,0,0,26.8,0,0,0,0,0,0,0,20.1,0,0,127.2,0,20.1,0,0,13.4,0,0,0,0,0,0,0,0,0,6.7,0,0,6.7,0,0,0,26.8,0,0,0,0,0,0,0,0,0
237,Antigonish County,Female,65 -74,1002.2,21.8,0,0,0,0,0,0,87.1,0,0,0,0,0,0,0,130.7,0,0,392.2,0,21.8,0,0,174.3,0,0,0,0,87.1,0,0,0,0,21.8,0,0,43.6,0,0,0,21.8,0,0,0,0,0,0,0,0,0
238,Antigonish County,Female,75 +,1583.8,13.1,0,0,0,0,0,0,523.6,0,0,0,0,0,0,0,261.8,0,0,327.2,0,39.3,0,0,104.7,0,0,0,0,91.6,0,0,0,0,65.4,0,0,26.2,0,0,0,130.9,0,0,0,0,0,0,0,0,0
239,Antigonish County,Female,Total,335.2,5.5,0,0,0,0,0,0,67.9,0,0,0,0,0,0,0,47.9,0,0,103.8,0,11.1,0,0,30.2,0,0,0,0,17.3,0,0,0,0,15.6,0,0,10.1,0,0,0,25.7,0,0,0,0,0,0,0,0,0
240,Antigonish County,Male,0 - 19,13.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9,0,0,0,6.9,0,0,0,0,0,0,0,0,0
241,Antigonish County,Male,20 - 34,71.8,10.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.3,0,0,0,0,10.3,0,0,0,0,0,0,0,30.8,0,0,0,0,0,0,0,10.3,0,0,0,0,0,0,0,0,0,0,0,0,0
242,Antigonish County,Male,35 - 64,238.2,6.6,0,0,0,0,0,0,46.3,0,0,0,0,0,0,0,13.2,0,0,0,0,26.5,0,0,0,0,0,0,0,72.8,0,0,0,0,46.3,0,0,19.8,0,0,0,6.6,0,0,0,0,0,0,0,0,0
243,Antigonish County,Male,65 -74,1212.1,40.4,0,0,0,0,0,0,323.2,0,0,0,0,0,0,0,121.2,0,0,0,0,60.6,0,0,0,0,0,0,0,484.8,0,0,0,0,121.2,0,0,40.4,0,0,0,20.2,0,0,0,0,0,0,0,0,0
244,Antigonish County,Male,75 +,3717.3,154.9,0,0,0,0,0,0,871.2,0,0,0,0,0,0,0,716.4,0,0,0,0,77.4,0,0,0,0,0,0,0,1452.1,0,0,0,0,77.4,0,0,96.8,0,0,0,271.1,0,0,0,0,0,0,0,0,0
245,Antigonish County,Male,Total,596.9,25.1,0,0,0,0,0,0,134.5,0,0,0,0,0,0,0,95.4,0,0,0,0,22.5,0,0,0,0,0,0,0,232.6,0,0,0,0,28.9,0,0,22.3,0,0,0,35.4,0,0,0,0,0,0,0,0,0
246,Antigonish County,Total,0 - 19,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0,0,3.5,0,0,0,0,0,0,0,0,0
247,Antigonish County,Total,20 - 34,61.9,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2,0,0,5.2,0,5.2,0,0,0,0,0,0,0,15.5,0,0,0,0,10.3,0,0,10.3,0,0,0,5.2,0,0,0,0,0,0,0,0,0
248,Antigonish County,Total,35 - 64,246.3,6.7,0,0,0,0,0,0,36.6,0,0,0,0,0,0,0,16.6,0,0,63.2,0,23.3,0,0,6.7,0,0,0,0,36.6,0,0,0,0,26.6,0,0,13.3,0,0,0,16.6,0,0,0,0,0,0,0,0,0
249,Antigonish County,Total,65 -74,1111.1,31.4,0,0,0,0,0,0,209.6,0,0,0,0,0,0,0,125.8,0,0,188.7,0,41.9,0,0,83.9,0,0,0,0,293.5,0,0,0,0,73.4,0,0,41.9,0,0,0,21,0,0,0,0,0,0,0,0,0
250,Antigonish County,Total,75 +,2444.4,70.3,0,0,0,0,0,0,663.8,0,0,0,0,0,0,0,445.1,0,0,195.2,0,54.7,0,0,62.5,0,0,0,0,640.4,0,0,0,0,70.3,0,0,54.7,0,0,0,187.4,0,0,0,0,0,0,0,0,0
251,Antigonish County,Total,Total,445.5,14,0,0,0,0,0,0,97.5,0,0,0,0,0,0,0,67,0,0,54.2,0,16.1,0,0,16,0,0,0,0,115.2,0,0,0,0,21.6,0,0,15.5,0,0,0,28.4,0,0,0,0,0,0,0,0,0
252,Inverness County,Female,0 - 19,30.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.5,0,0,0,15.5,0,0,0,0,0,0,0,0,0
253,Inverness County,Female,20 - 34,78.3,0,0,0,0,0,0,0,11.2,0,0,0,0,0,0,0,0,0,0,11.2,0,0,0,0,11.2,0,0,0,0,0,0,0,0,0,22.4,0,0,11.2,0,0,0,11.2,0,0,0,0,0,0,0,0,0
254,Inverness County,Female,35 - 64,310.9,6.5,0,0,0,0,0,0,38.9,0,0,0,0,0,0,0,32.4,0,0,103.6,0,38.9,0,0,58.3,0,0,0,0,13,0,0,0,0,6.5,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0
255,Inverness County,Female,65 -74,980.2,51.6,0,0,0,0,0,0,120.4,0,0,0,0,0,0,0,206.4,0,0,292.3,0,17.2,0,0,86,0,0,0,0,68.8,0,0,0,0,34.4,0,0,51.6,0,0,0,51.6,0,0,0,0,0,0,0,0,0
256,Inverness County,Female,75 +,2095.8,35.9,0,0,0,0,0,0,526.9,0,0,0,0,0,0,0,359.3,0,0,407.2,0,35.9,0,0,239.5,0,0,0,0,215.6,0,0,0,0,71.9,0,0,71.9,0,0,0,131.7,0,0,0,0,0,0,0,0,0
257,Inverness County,Female,Total,424.8,11.3,0,0,0,0,0,0,79.4,0,0,0,0,0,0,0,61.4,0,0,102.1,0,17,0,0,53.5,0,0,0,0,34.4,0,0,0,0,17.7,0,0,20.3,0,0,0,27.8,0,0,0,0,0,0,0,0,0
258,Inverness County,Male,0 - 19,21.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2,0,0,0,0,0,0,14.4,0,0,0,0,0,0,0,0,0
